台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID
4260112	4260113		1	1005
4260113	4260114		1	1005
4260114	4260115		1	1005
4260115	4260116		1	1005
4260116	4260117		1	1005
4260117	4260102,4260105,4260110,4260118		1	1005
4260118	4260119		2	
4260119			1	1005
9980101			1	1121
9980201			2	
9980301			2	
9980401			2	
9980501			2	
9980601			1	1121
9980701			1	1121
4510001			1	1005
4510101	4510102		1	1005
4510102	4510103		1	1005
4510103	4510104		1	1005
4510104	4510105		2	
4510105	4510106		1	1005
4510106	4510107		2	
4510107			1	1005
4510201			1	1011
4510301	4510302		1	1005
4510302	4510303		1	1005
4510303	4510304		1	1005
4510304	4510305		1	1011
4510305	4510306		1	1005
4510306	4510307		1	1011
4510307	4510308		1	1005
4510308	4510309,4510314		1	1011
4510309	4510310		2	
4510310	4510311		1	1011
4510311	4510312		2	
4510312	4510313		1	1011
4510313	4510317		1	1011
4510314	4510315		2	
4510315	4510316		1	1011
4510316	4510317,4510318		1	1011
4510317	4510319		2	
4510318	4510319		2	
4510319	4510320		1	1011
4510320	4510321		1	1011
4510321	4510322		1	1005
4510322	4510323		1	1005
4510323	4510324		1	1005
4510324	4510326			
4510325	4510326			
4510326	4510327		1	1011
4510327	4510328		1	1005
4510328	4510329		1	1011
4510329	4510330		1	1005
4510330	4510331		1	1011
4510331	4510332		1	1011
4510332			1	1011
4510401	4510402		1	1005
4510402			1	1005
4520101	4520102		1	1005
4520102			1	1002
4520201	4520202		1	1002
4520202	4520203		1	1002
4520203			1	1002
4520301	4520302		1	1151
4520302			1	1151
4530101	4530102		1	1167
4530102	4530103		1	1167
4530103	4530104		1	1002
4530104			1	1168
4530201	4530202		1	1174
4530202	4530203		2	
4530203	4530204		1	1174
4530204			1	1174
4530205			1	1005
4530206			1	1005
4530207			1	1005
4530208			1	1005
4530301	4530302		2	
4530302	4530303		1	1167
4530303			1	1002
4540101	4540102		1	1011
4540102	4540103		1	1011
4540103	4540104		1	1165
4540104	4540105		1	1002
4540105	4540106		1	1002
4540106			1	1011
4540201	4540202		1	1011
4540202			1	1011
4540301	4540302		2	
4540302	4540303		1	1011
4540303	4540304		1	1011
4540304	4540305		1	1011
4540305	4540306		1	1011
4540306	4540307		1	1165
4540307			1	1011
4540401	4540402		2	
4540402			1	1011
4540501			2	
4540601	4540602		1	1174
4540602	4540603		1	1174
4540603	4540604		1	1002
4540604	4540605		1	1002
4540605	4540606		1	1176
4540606	4540607		1	1176
4540607			1	1174
4540701	4540702		1	1176
4540702	4540703		1	1011
4540703	4540704		1	1176
4540704	4540705		1	1011
4540705			1	1002
4610101	4610102,4610103		1	1004
4610102	4610104		2	
4610103	4610104		2	
4610104	4610105		1	1004
4610105	4610106		1	1004
4610106	4610107,4610109		1	1005
4610107	4610108		2	
4610108	4610110		1	1004
4610109	4610110		2	
4610110	4610111		1	1004
4610111	4610112		1	1004
4610112	4610113		1	1004
4610113			1	1005
4610201	4610202		1	1004
4610202	4610203		1	1005
4610203	4610204		1	1004
4610204	4610205		1	1004
4610205	4610206		1	1005
4610206	4610207		1	1004
4610207	4610208		1	1005
4610208	4610209		1	1004
4610209	4610210,4610213		1	1004
4610210	4610211		2	
4610211	4610212		1	1004
4610212	4610214		1	1004
4610213	4610214		2	
4610214	4610215		1	1004
4610215	4610216		1	1005
4610216	4610217		1	1004
4610217	4610218		1	1005
4610218	4610219		1	1004
4610219	4610220		1	1005
4610220	4610221		1	1005
4610221	4610222		1	1004
4610222	4610223		1	1004
4610223	4610224		1	1004
4610224	4610225		1	1005
4610225	4610226		1	1004
4610226	4610227		1	1004
4610227	4610228		1	1004
4610228	4610229		1	1004
4610229	4610230,4610232		1	1004
4610230	4610231		2	
4610231	4610233		1	1004
4610232	4610233		2	
4610233	4610234		1	1004
4610234	4610235		1	1005
4610235	4610236		1	1004
4610236	4610237		1	1004
4610237	4610238		1	1005
4610238	4610239		1	1005
4610239	4610240		1	1004
4610240	4610241		1	1004
4610241	4610242,4610243		1	1005
4610242	4610244		2	
4610243	4610244		2	
4610244	4610245		1	1005
4610245			1	1005
4610401	4610402		1	1409
4610402	4610403,4610417,4610418,4610419		1	1409
4610403			2	
4610404	4610405		1	1005
4610405	4610406		1	1005
4610406	4610407,4610410		1	1005
4610407	4610408		2	
4610408	4610409		1	1005
4610409	4610413		1	1005
4610410	4610411		2	
4610411	4610412		1	1005
4610412	4610413		1	1005
4610413	4610414	1	2	
4610414	4610415		1	1409
4610415	4610416		1	1409
4610429			1	1234
4610416			1	1005
4611101			1	1409
4611201			1	1409
4610501	4610513,4610515,4610521,4610530		1	1211
4610513	4610502		2	
4610502	4610503		1	1005
4610503	4610504		1	1211
4610504	4610505		1	1005
4610505	4610506		1	1211
4610506	4610507		1	1005
4610507	4610508		1	1211
4610508	4610509		1	1005
4610509	4610510		1	1005
4610510	4610511	1	2	
4610511	4610512		1	1211
4610512			1	1005
4611301	4611302		2	
4611302			1	1411
4610601	4610612,4610613,4610614,4610615		1	1212
4610612	4610602		2	
4610602	4610603		1	1005
4610603	4610604		1	1212
4610604	4610605		1	1005
4610605	4610606		1	1212
4610606	4610607		1	1005
4610607	4610608		1	1005
4610608	4610609	1	2	
4610609	4610610		1	1212
4610610	4610611		1	1212
4611401	4611402		2	
4611402			1	1413
4610701	4610702		1	1005
4610702	4610703		1	1005
4610703			1	1005
4610801	4610802		1	1004
4610802	4610803		1	1005
4610803	4610804		1	1004
4610804	4610805		1	1005
4610805	4610806		1	1004
4610806	4610807		1	1004
4610807	4610808		1	1004
4610808	4610809		1	1005
4610809	4610810		1	1004
4610810	4610811		1	1004
4610811	4610812,4610815		1	1005
4610812	4610813		2	
4610813	4610814		1	1004
4610814	4610816		1	1004
4610815	4610816		2	
4610816	4610817		1	1004
4610817	4610818		1	1004
4610818			1	1005
4610901			1	1005
4611001			1	1005
4620101	4620102		1	1005
4620102			1	1005
4620201			1	1005
4620301	4620302		1	1213
4620302	4620303		1	1005
4620303	4620304		1	1213
4620304	4620305		1	1005
4620305	4620306		1	1213
4620306	4620307		1	1005
4620307	4620308		1	1213
4620308	4620309,4620311		1	1213
4620309	4620310		2	
4620310	4620312		1	1213
4620311	4620312		2	
4620312	4620313		1	1005
4620313	4620314		1	1005
4620314	4620315		1	1213
4620315	4620316		1	1213
4620316	4620325		1	1005
4620325	4620317		1	1213
4620317	4620318		1	1005
4620318	4620319		1	1005
4620319	4620320,4620321		1	1005
4620320	4620322		2	
4620321	4620322		2	
4620322	4620326		1	1005
4620326	4620327		1	1213
4620327	4620323		1	1005
4620323	4620324		1	1005
4620324			1	1005
4620401	4620402		1	1005
4620402	4620407		1	1005
4620407	4620403		1	1005
4620403	4620404		1	1005
4620404	4620405		1	1005
4620405	4620406	1	2	
4620406			1	1005
4620501	4620502		1	1004
4620502	4620503		1	1005
4620503	4620504		1	1005
4620504	4620505		1	1004
4620505	4620506		1	1004
4620506	4620507		2	
4620507	4620508		1	1005
4620508	4620509		1	1004
4620509	4620516		1	1004
4620516	4620517	1	2	
4620517	4620518		2	
4620518	4620519		1	1004
4620519	4620510		1	1004
4620510	4620511		1	1005
4620511	4620512		1	1004
4620512	4620513		1	1004
4620513	4620514		1	1005
4620514	4620515		1	1004
4620515			1	1005
4620601			1	1005
4620701	4620702		1	1004
4620702	4620703		1	1005
4620703	4620704		1	1004
4620704	4620705		1	1005
4620705	4620706		1	1004
4620706	4620707		1	1005
4620707	4620708		1	1004
4620708	4620709		1	1004
4620717			2	
4620718			1	1004
4620719			1	1004
4620720			1	1004
4620721			1	1005
4620722			1	1004
4620723		1	2	
4620724			2	
4620725			1	1004
4620726			1	1004
4620727			1	1004
4620709	4620710		1	1004
4620710	4620711		1	1004
4620711	4620712		1	1004
4620712	4620713	1	2	
4620713	4620714		1	1004
4620714	4620715		1	1005
4620715	4620716		1	1004
4620716			1	1005
4620801			1	1005
4620901			1	1005
4621001			1	1005
4621101			1	1213
4630001	4630014		1	1005
4630014	4630002		1	1005
4630002	4630003,4630005		1	1005
4630003	4630004		2	
4630004	4630006		1	1005
4630005	4630006		2	
4630006	4630007		1	1005
4630007	4630008		1	1005
4630008	4630009		1	1005
4630009	4630010		1	1005
4630010	4630011		1	1005
4630011	4630012		1	1005
4630012	4630013		1	1005
4630013			1	1005
4630101	4630102		1	1005
4630102	4630103		1	1005
4630103	4630104		1	1005
4630104	4630105		1	1005
4630105	4630106		1	1234
4630106	4630107	1	2	
4630107	4630108		1	1005
4630108	4630109	1	2	
4630109	4630110		1	1005
4630110			1	1005
4630301	4630302		1	1005
4630302	4630303		1	1005
4630303	4630304		1	1005
4630304	4630305		1	1234
4630305	4630306,4630308		1	1234
4630306	4630307		2	
4630307	4630311		1	1234
4630308	4630309		2	
4630309	4630310		1	1234
4630310	4630311		1	1234
4630311	4630312		1	1214
4630312	4630313		1	1214
4630313	4630314		1	1005
4630314	4630315		1	1005
4630315	4630316	1	2	
4630316	4630317		1	1005
4630317	4630318		1	1214
4630318	4630319		1	1214
4630319	4630320		1	1214
4630320	4630321		1	1004
4630321	4630322		1	1004
4630322	4630323		1	1004
4630323	4630324		1	1004
4630324	4630325		1	1004
4630325	4630326		1	1214
4630326	4630327		1	1005
4630327	4630328		1	1005
4630328	4630329		1	1214
4630329	4630330		1	1004
4630330	4630331		1	1004
4630331	4630332		1	1004
4630332	4630333		1	1005
4630333	4630334		1	1005
4630334	4630335		1	1005
4630335	4630336		1	1214
4630336	4630337		1	1004
4630337	4630338		1	1214
4630338			1	1214
4630339			1	1004
4630340	4630340		1	1214
4630341	4630341		1	1004
4630342	4630342		1	1214
4630343			1	1004
4630501	4630502		1	1214
4630502	4630503		1	1004
4630503	4630504		1	1214
4630504	4630505		1	1004
4630505	4630506		1	1215
4630506	4630507		1	1215
4630507	4630508		1	1005
4630508	4630509		1	1004
4630509	4630510,4630511,4630512		1	1004
4630534			1	1215
4630510	4630513		2	
4630511	4630513		2	
4630512	4630513		2	
4630513	4630514		1	1005
4630514	4630515		1	1004
4630515	4630516		1	1004
4630516	4630517		1	1004
4630517	4630518		1	1005
4630518	4630519		1	1005
4630519	4630520		1	1004
4630520	4630521		1	1004
4630521	4630533		1	1004
4630533	4630522		1	1004
4630522	4630523		1	1005
4630523	4630524		1	1004
4630524	4630525		1	1005
4630525	4630526		1	1004
4630526	4630527		1	1004
4630527	4630528		1	1005
4630528	4630529,4630530		1	1004
4630529	4630531		2	
4630530	4630531		2	
4630535			1	1004
4630536			1	1005
4630537			1	1004
4630538			1	1004
4630539			1	1004
4630540			1	1005
4630541			2	
4630542			2	
4630543			1	1004
4630544			1	1005
4630545			1	1004
4630531			1	1004
4630532			1	1004
4630601			1	1004
4640101	4640102		1	1465
4640102	4640103		1	1465
4640103	4640104		1	1465
4640104	4640105		1	1465
4640105	4640106		1	1005
4640106	4640107		1	1005
4640107	4640108		1	1465
4640108	4640109		1	1465
4640109	4640110,4640113		1	1005
4640110	4640111		2	
4640111	4640112		1	1005
4640112	4640116		1	1465
4640113	4640114		2	
4640114	4640115		1	1465
4640115	4640116		1	1005
4640116	4640117		1	1465
4640117	4640118		1	1465
4640118	4640119		1	1465
4640119	4640120		1	1465
4640120	4640121,4640125		1	1465
4640121	4640122		2	
4640122	4640123		1	1465
4640123	4640124		1	1465
4640124	4640129		1	1465
4640125	4640126		2	
4640126	4640127		1	1465
4640127	4640128		1	1465
4640128	4640129		1	1465
4640129	4640130		1	1465
4640130	4640131		1	1465
4640131	4640132		1	1465
4640132	4640133		1	1005
4640133	4640134		1	1005
4640134			1	1005
4640201	4640202		1	1431
4640202	4640203,4640205		1	1431
4640203	4640204		2	
4640204	4640207		1	1431
4640205	4640206		2	
4640206	4640207		1	1431
4640207	4640208	1	2	
4640208	4640209		1	1005
4640209	4640210		1	1431
4640210	4640211		1	1005
4640211	4640212		1	1431
4640212	4640213		1	1005
4640213	4640214		1	1431
4640214	4640215		1	1005
4640215	4640216		1	1431
4640216	4640217		1	1431
4640217	4640218	1	2	
4640218	4640219		1	1431
4640219	4640220		1	1005
4640220	4640221		1	1431
4640221			1	1431
4640301	4640302		1	1439
4640302	4640303		1	1439
4640303	4640304		1	1005
4640304	4640305		1	1005
4640305	4640306		1	1439
4640306	4640307		1	1439
4640307	4640308		1	1439
4640308	4640309		1	1439
4640309	4640310		1	1005
4640310	4640311		1	1439
4640311	4640312		1	1439
4640312	4640313		1	1439
4640313	4640314		1	1005
4640314	4640315,4640318		1	1439
4640315	4640316		2	
4640316	4640317		1	1439
4640317	4640320		1	1439
4640318	4640319		2	
4640319	4640320		1	1439
4640320	4640321		1	1439
4640321	4640322	1	2	
4640322	4640323		1	1439
4640323	4640324		1	1439
4640324	4640325		1	1439
4640325	4640326		1	1005
4640326	4640327		1	1439
4640327	4640328		1	1439
4640328	4640329		1	1005
4640329	4640330		1	1439
4640330			1	1439
4640401	4640402		1	1427
4640402	4640403		1	1427
4640403	4640404		1	1005
4640404	4640405		1	1427
4640405	4640406		1	1427
4640406	4640407		1	1427
4640407	4640408		1	1005
4640408	4640409		1	1427
4640409	4640410		1	1427
4640410	4640411		1	1427
4640411	4640412		1	1005
4640412	4640413		1	1427
4640413	4640414,4640416		1	1427
4640414	4640415		2	
4640415	4640416		1	1427
4640416	4640421		1	1427
4640417	4640418		2	
4640418	4640419		1	1427
4640419	4640420			
4640420	4640421		1	1427
4640421	4640422		1	1005
4640422	4640423		1	1005
4640423	4640424		1	1005
4640424	4640425		1	1005
4640425	4640426		1	1005
4640426			1	1005
4640001			1	1005
4640002			2	
4640501	4640502,4640503		1	1009
4640502	4640504		2	
4640503	4640504		2	
4640504	4640505		1	1009
4640505	4640506		1	1005
4640506	4640507		1	1009
4640507	4640508		1	1005
4640508	4640509		1	1005
4640509	4640510		1	1009
4640510	4640552		1	1005
4640552	4640553		1	1005
4640553	4640554		1	1005
4640554	4640555		1	1009
4640555	4640556	1	2	
4640556	4640557		1	1005
4640557	4640511		1	1005
4640511	4640512		1	1009
4640512	4640513		1	1009
4640513	4640514		1	1005
4640514	4640515		1	1009
4640515	4640516,4640518		1	1009
4640516	4640517		2	
4640517	4640520		1	1009
4640518	4640519		2	
4640519	4640520		1	1009
4640520	4640521		1	1009
4640521	4640522,4640524		1	1009
4640522	4640523		2	
4640523	4640526		1	1009
4640524	4640525		2	
4640525	4640526		1	1009
4640526	4640527		1	1009
4640527	4640528		1	1005
4640528	4640529		1	1009
4640529	4640530		1	1009
4640530	4640531		1	1009
4640531	4640532		1	1005
4640532	4640533		1	1218
4640533	4640534		1	1218
4640534	4640535		1	1005
4640535	4640536,4640537		1	1005
4640536	4640538		2	
4640537	4640538		2	
4640538	4640539		1	1218
4640539	4640540		1	1005
4640540	4640541	1	2	
4640541	4640542		1	1218
4640542	4640543		1	1005
4640543	4640544		1	1218
4640544	4640545		1	1218
4640545	4640546		1	1005
4640546	4640547,4640548		1	1218
4640547	4640549		2	
4640548	4640549		2	
4640549	4640550		1	1218
4640550	4640551		1	1218
4640551	4640558		1	1218
4640558			1	1218
4650001			1	1005
4650002			1	1005
4650003			1	1005
4650004			1	1005
4650101	4650102		1	1005
4650102	4650103		1	1218
4650103	4650104,4650106		1	1218
4650104	4650105		2	
4650105	4650108		1	1218
4650106	4650107		2	
4650107	4650108		1	1218
4650108	4650109		1	1218
4650109	4650110		1	1005
4650110	4650111		1	1005
4650111	4650112		1	1218
4650112	4650119		1	1218
4650119	4650113		1	1218
4650113	4650114		1	1005
4650114	4650115		1	1218
4650115	4650116,4650117		1	1218
4650116	4650118		2	
4650117	4650118		2	
4650118			1	1218
4650201	4650202		1	1005
4650202	4650203		1	1009
4650203	4650204		1	1009
4650204	4650205		1	1005
4650205	4650206		1	1009
4650206	4650207		1	1005
4650207	4650208,4650213		1	1009
4650208	4650209		2	
4650209	4650210		1	1009
4650210	4650211		1	1009
4650211	4650212		1	1009
4650212	4650217		1	1009
4650213	4650214		2	
4650214	4650215		1	1009
4650215	4650216		1	1009
4650216	4650217		1	1009
4650217	4650218		1	1005
4650218	4650219		1	1009
4650219	4650220		1	1009
4650220	4650221		1	1005
4650221	4650222,4650223		1	1009
4650222	4650224		2	
4650223	4650224		2	
4650224	4650225		1	1009
4650225	4650226		1	1009
4650226	4650227		1	1009
4650227	4650228		1	1009
4650228	4650229		1	1005
4650229	4650230		1	1009
4650230	4650231		1	1005
4650231	4650232		1	1009
4650232			1	1009
4650301	4650302		1	1009
4650302	4650303		1	1009
4650303			1	1009
4650401	4650402		1	1009
4650402	4650403		1	1219
4650403	4650404		1	1009
4650404			1	1009
4650601			1	1009
4650701			1	1009
4651001	4651002		2	
4651002			1	1219
4651501			2	
4651101	4651102		2	
4651102			1	1219
4651601			2	
4651201	4651202		2	
4651202			1	1219
4651701			2	
4650801	4650802		1	1219
4650802			1	1219
4650901	4650902		1	1219
4650902	4650903		1	1219
4650903	4650904		1	1219
4650904	4650905		1	1009
4650905			1	1005
4651301	4651302		2	
4651302	4651303		1	1219
4651303	4651304		1	1009
4651304	4651305		1	1219
4651305			1	1009
4651401	4651402		2	
4651402	4651403		1	1219
4651403	4651404		1	1219
4651404	4651405		1	1009
4651405			1	1009
4650501	4650502		1	1218
4650502	4650503	1	2	
4650503	4650504		1	1218
4650504	4650505,4650508		1	1218
4650505	4650506		2	
4650506	4650507		1	1218
4650507	4650511		1	1218
4650508	4650509		2	
4650509	4650510		1	1218
4650510	4650511		1	1218
4650511	4650512		1	1005
4650512	4650513		1	1218
4650513	4650514		1	1005
4650514	4650515		1	1218
4650515	4650516		1	1218
4650516	4650517		1	1218
4650517	4650518		1	1005
4650518	4650519		1	1218
4650519	4650520		1	1218
4650520	4650521		1	1218
4650521	4650522		1	1005
4650522	4650523		1	1218
4650523	4650524		1	1004
4650524	4650525		1	1218
4650525	4650526		1	1004
4650526	4650527		1	1004
4650527	4650528		1	1218
4650528	4650529		1	1218
4650529			1	1004
4660001			1	1005
4660008			1	1005
4660009			1	1005
4660002			1	1005
4660003			1	1005
4660012			1	1005
4660004			2	
4660005			1	1009
4660006			1	1005
4660007			1	1005
4660010			1	1005
4660011			1	1005
4660101	4660102		1	1005
4660102	4660103		1	1009
4660103	4660104		1	1009
4660104	4660105		1	1005
4660105	4660106		1	1009
4660106	4660107,4660111		1	1009
4660107	4660108		2	
4660108	4660109		1	1009
4660109	4660110		1	1009
4660110	4660112		1	1005
4660111	4660112		2	
4660112	4660113		1	1009
4660113	4660114		1	1009
4660114	4660115		1	1009
4660115	4660116		1	1009
4660116	4660117		1	1005
4660117	4660118		1	1009
4660118	4660119		1	1005
4660119	4660120		1	1009
4660120			1	1009
4660901	4660902		1	1009
4660902	4660903		1	1009
4660903	4660904		1	1242
4660904	4660905		1	1009
4660905	4660906		1	1242
4660906	4660907		1	1005
4660907	4660908		1	1005
4660908	4660909		1	1242
4660909	4660910		1	1005
4660910	4660911		1	1009
4660911	4660912		1	1009
4660912	4660913		1	1009
4660913	4660914		1	1005
4660914	4660915		1	1009
4660915	4660916		1	1009
4660916	4660917		1	1009
4660917	4660918		1	1242
4660918	4660919		1	1005
4660919	4660920		1	1242
4660920	4660921		1	1009
4660921	4660922		1	1005
4660922	4660923		1	1009
4660923	4660924		1	1009
4660924	4660925		1	1005
4660925			1	1009
4660201	4660202		1	1005
4660202	4660203		1	1005
4660203	4660204		1	1005
4660204	4660205		1	1005
4660205	4660206		1	1009
4660206			1	1009
4660301	4660302		1	1005
4660302	4660303		1	1005
4660303	4660304		1	1009
4660304	4660305		1	1009
4660305	4660306		1	1005
4660306	4660307		1	1005
4660307	4660308		1	1009
4660308	4660309		1	1009
4660309	4660310		1	1005
4660310	4660311,4660312		1	1005
4660311	4660314		2	
4660312	4660313		2	
4660313	4660314		1	1005
4660314			1	1009
4660401	4660402		1	1009
4660402	4660403		1	1218
4660403	4660404		1	1218
4660404	4660405		1	1005
4660405	4660406		1	1009
4660406	4660407		1	1218
4660407	4660409		1	1005
4660409	4660311,4660312		1	1005
4660410	4660411		2	
4660411	4660414		1	1009
4660412	4660413		2	
4660413	4660414		1	1009
4660414	4660415		1	1218
4660415			1	1005
4660501	4660502		1	1218
4660502	4660503		1	1218
4660503	4660504		1	1005
4660504	4660505		1	1009
4660505	4660506		1	1218
4660506	4660507		1	1218
4660507	4660508		1	1217
4660508	4660509		1	1218
4660509	4660510		1	1217
4660510	4660511		1	1005
4660511	4660512		1	1218
4660512	4660513		1	1218
4660513	4660514		1	1009
4660514	4660515		1	1218
4660515	4660516		1	1009
4660516	4660517		1	1009
4660517	4660518		1	1009
4660518	4660519		1	1218
4660519	4660520		1	1218
4660520	4660521		1	1218
4660521	4660522		1	1218
4660522	4660523		1	1005
4660523	4660524		1	1218
4660524	4660525		1	1218
4660525	4660526		1	1009
4660526	4660527		1	1005
4660527			1	1009
4660601	4660602		1	1005
4660602	4660603		1	1009
4660603			1	1009
4660701	4660702		1	1009
4660702	4660703		1	1009
4660703	4660704		1	1218
4660704	4660705		1	1009
4660705	4660706		1	1009
4660706	4660707		1	1218
4660707	4660708,4660710		1	1218
4660708	4660709		2	
4660709	4660712		1	1218
4660710	4660711		2	
4660711	4660712		1	1218
4660712	4660713		1	1005
4660713	4660714		1	1218
4660714	4660715		1	1218
4660715	4660716		1	1218
4660716	4660717		1	1005
4660717	4660718	1	2	
4660718	4660719		1	1005
4660719	4660720		1	1218
4660720	4660721		1	1009
4660721	4660722		1	1009
4660722	4660723		1	1218
4660723	4660724		1	1218
4660724	4660725		1	1005
4660725	4660726		1	1009
4660726	4660727		1	1009
4660727	4660728		1	1005
4660728	4660729		1	1004
4660729	4660730		1	1005
4660730	4660731		1	1004
4660731	4660732		1	1005
4660732	4660733		1	1004
4660733	4660734		1	1009
4660734	4660735		1	1009
4660735	4660736		1	1004
4660736	4660737		1	1004
4660737	4660738		1	1004
4660738	4660739		1	1009
4660739	4660740		1	1004
4660740	4660741		1	1004
4660741	4660742		1	1009
4660742	4660743		1	1004
4660743	4660744		1	1004
4660744	4660745		1	1009
4660745	4660746		1	1004
4660746	4660747		1	1009
4660747	4660748		1	1004
4660748	4660749		1	1005
4660749	4660750		1	1009
4660750	4660751		1	1009
4660751	4660752		1	1005
4660752	4660753		1	1009
4660753			1	1009
4660801			1	1009
4670001			1	1005
4670101	4670102		1	1479
4670102	4670103		1	1479
4670103	4670104		1	1005
4670104	4670105		1	1479
4670105	4670106		1	1479
4670106	4670107		1	1479
4670107	4670108		1	1005
4670108	4670801,4670901		1	1005
4670801	4670802		2	
4670802	4670803		1	1479
4670803	4671001		1	1479
4670901	4670902		2	
4670902	4670903		1	1479
4670903	4671001		1	1479
4671001			1	1479
4670201	4670202		1	1479
4670202			1	1479
4670301	4670302		1	1479
4670302	4670303		1	1479
4670303	4670304		1	1479
4670304	4670305		1	1479
4670305	4670306		1	1479
4670306	4670307		1	1005
4670307	4670308		1	1479
4670308	4670309		1	1005
4670309	4670310		1	1479
4670310	4670311		1	1479
4670311	4670312		1	1005
4670312	4670313		1	1479
4670313	4670314		1	1479
4670314			1	1005
4671101	4671102		1	1479
4671102	4671103		1	1479
4671103	4671104		1	1479
4671104	4671105		1	1479
4671105	4671106		1	1479
4671106	4671107		1	1005
4671107	4671108		1	1479
4671108	4671109		1	1005
4671109	4671110		1	1479
4671110	4671111		1	1479
4671111	4671112		1	1005
4671112	4671113		1	1479
4671113	4671114		1	1479
4671114			1	1005
4671201	4671202		1	1479
4671202	4671203		1	1479
4671203	4671204		1	1479
4671204	4671205		1	1479
4671205	4671206		1	1479
4671206	4671207		1	1005
4671207	4671208		1	1479
4671208	4671209		1	1005
4671209	4671210		1	1479
4671210	4671211		1	1479
4671211	4671212		1	1005
4671212	4671213		1	1479
4671213	4671214		1	1479
4671214			1	1005
4671301	4671302		1	1479
4671302	4671303		1	1479
4671303	4671304		1	1479
4671304	4671305		1	1479
4671305	4671306		1	1479
4671306	4671307		1	1005
4671307	4671308		1	1479
4671308	4671309		1	1005
4671309	4671310		1	1479
4671310	4671311		1	1479
4671311	4671312		1	1005
4671312	4671313		1	1479
4671313	4671314		1	1479
4671314			1	1005
4680101			1	20001
4680201	4680202		2	
4680202	4680203		1	20001
4680203	4680204		1	20001
4680204	4680205		1	20001
4680205	4680206		1	20001
4680206			1	20001
4680301	4680302		2	
4680302			1	20001
4680401	4680601,4680701,4680801		1	20001
4680501			1	20001
4680601	4680602		2	
4680602	4680603		1	20001
4680603	4680604		1	20001
4680604	4680605		1	20001
4680605	4680601,4680701,4680801		1	20001
4680701	4680702		2	
4680702	4680703		1	20001
4680703	4680704		1	20001
4680704	4680705		1	20001
4680705	4680706		1	20001
4680706	4680601,4680701,4680801		1	20001
4680801	4680802		2	
4680802			1	20001
4690001			1	1483
4690002			1	1483
4690003			1	1483
4690004			1	1483
4690005			1	1483
4690101	4690102		1	1483
4690102			1	1483
4690201	4690202		1	1483
4690202	4690203		1	1483
4690203	4690204		1	1483
4690204	4690205		1	1483
4690205	4690206		1	1483
4690206	4690207		1	1483
4690207	4690208		1	1483
4690208	4690209		1	1483
4690209			1	1483
4700101	4700102		1	1005
4700102	4700103		1	1005
4700103	4700104		1	1005
4700104	4700105		1	1005
4700105	4700106		1	1005
4700106	4700107		1	1005
4700107	4700108		1	1005
4700108			1	1005
4700201	4700202		1	1005
4700202	4700203		1	1005
4700203	4700204		1	1005
4700204	4700205		1	1005
4700205	4700206		1	1005
4700206	4700207		1	1005
4700207			1	1005
4840201	4840202		1	1002
4840202			1	1005
4840401	4840402,4840404		1	1002
4840402	4840403		2	
4840403	4840406		1	1002
4840404	4840405		2	
4840405	4840406		1	1002
4840406			1	1002
4840407			1	1002
4840601	4840602,4840604		1	1002
4840602	4840603		2	
4840603			1	1002
4840604	4840605		2	
4840605			1	1002
4840801	4840802,4840804		1	1002
4840802	4840803		2	
4840803			1	1002
4840804	4840805		2	
4840805			1	1002
4840901			1	1002
4841001			1	1002
4841101			1	1002
4841102	4841103		2	
4841103	4841104		1	1002
4841104			1	1002
4841105	4841106		2	
4841106	4841107		1	1002
4841107			1	1002
4841301	4841302		1	1002
4841302	4841303		1	1256
4841303	4841304		1	1002
4841304	4841305		1	1256
4841305	4841306		1	1002
4841306			1	1002
4841601	4841602		1	1002
4841602	4841603		1	1002
4841603			1	1002
4842201	4842202		1	1002
4842202			1	1002
4842301	4842302		1	1002
4842302	4842303		1	1257
4842303			1	1002
4842305			2	
4842307	4842308		1	1002
4842308	4842309		1	1258
4842309			1	1002
4842310	4842311		1	1002
4842311			1	1259
4842313	4842314		1	1002
4842314			2	
4842316	4842317		1	1002
4842317	4842318		2	
4842318			1	1002
4843101	4843102		1	1002
4843102	4843103		1	1002
4843103			1	1002
9990101			1	1120
9990201			2	
9990301			2	
9990401			2	
9990501			2	
9990601			1	1120
9990701			1	1120
9990801	9991801		2	
9990901	9990902		2	
9990902			1	1120
9991001			2	
9991101			1	1120
9991201			1	1120
9991301			1	1120
9991801	9991401,9991501		1	1120
9991401	9991601		2	
9991501	9991701		2	
9991601	9992101		2	
9991701			2	
9992101	9992102		2	
9992102	9992103		2	
9992103			2	
9960101	9960102		1	1004
9960102			2	
9970101			1	1006
9970102			1	1006
9970103			1	1002
9970104			1	1004
9970105			1	1006
9970106			1	1007
9970107			2	
9970108			1	1006
3720206			1	1005
3750511			1	1005
3750512			1	1005
3750513			2	
3750514			2	
3750515			2	
3750516			2	
3840323			2	
3840324			2	
3840325			1	1005
3840326			1	1001
