ID	图标	类型	重量	排序权重	物件ID	可丢弃	使用等级	材料类型	冷却时间	冷却组	堆叠上限	最大使用数量	获得即使用	禁止提示第一次获得	需要特殊表现	目标	[使用]1操作	[使用]1参数1	[使用]1参数2	[使用]1参数3	[使用]2操作	[使用]2参数1	[使用]2参数2	阶数	料理品质	效果图标	拾取虚拟id	拾取特效	是否分开掉落	Name	Desc	InteractionTitle	EffectDesc	TypeDesc
108029	UI_ItemIcon_Recipe_4003	2	0	6		0		1			2000	1				2	15	108072	120					2	2	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108029	MaterialData_Desc_108029	MaterialData_InteractionTitle_108029	MaterialData_EffectDesc_108029	MaterialData_TypeDesc_108029
108030	UI_ItemIcon_Recipe_4003	2	0	6		0		1			2000	1				2	15	108073	120					2	3	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108030	MaterialData_Desc_108030	MaterialData_InteractionTitle_108030	MaterialData_EffectDesc_108030	MaterialData_TypeDesc_108030
108031	UI_ItemIcon_Recipe_1004	2	0	6		0		15			2000	1				4	10	900	Eff_UI_AvatarIcon_Recovery_Once					2	1	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108031	MaterialData_Desc_108031	MaterialData_InteractionTitle_108031	MaterialData_EffectDesc_108031	MaterialData_TypeDesc_108031
108032	UI_ItemIcon_Recipe_1004	2	0	6		0		15			2000	1				4	10	1200	Eff_UI_AvatarIcon_Recovery_Once					2	2	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108032	MaterialData_Desc_108032	MaterialData_InteractionTitle_108032	MaterialData_EffectDesc_108032	MaterialData_TypeDesc_108032
108033	UI_ItemIcon_Recipe_1004	2	0	6		0		15			2000	1				4	10	1500	Eff_UI_AvatarIcon_Recovery_Once					2	3	UI_Buff_Item_Recovery_HpAdd				MaterialData_Name_108033	MaterialData_Desc_108033	MaterialData_InteractionTitle_108033	MaterialData_EffectDesc_108033	MaterialData_TypeDesc_108033
108034	UI_ItemIcon_Recipe_2002	2	0	6		0		1			2000	1				2	9	40						2	1	UI_Buff_Item_Other_SPAdd				MaterialData_Name_108034	MaterialData_Desc_108034	MaterialData_InteractionTitle_108034	MaterialData_EffectDesc_108034	MaterialData_TypeDesc_108034
108035	UI_ItemIcon_Recipe_2002	2	0	6		0		1			2000	1				2	9	55						2	2	UI_Buff_Item_Other_SPAdd				MaterialData_Name_108035	MaterialData_Desc_108035	MaterialData_InteractionTitle_108035	MaterialData_EffectDesc_108035	MaterialData_TypeDesc_108035
108036	UI_ItemIcon_Recipe_2002	2	0	6		0		1			2000	1				2	9	70						2	3	UI_Buff_Item_Other_SPAdd				MaterialData_Name_108036	MaterialData_Desc_108036	MaterialData_InteractionTitle_108036	MaterialData_EffectDesc_108036	MaterialData_TypeDesc_108036
108037	UI_ItemIcon_Recipe_2003	2	0	6		0		1	120	99	2000	1				5	5				15	108037		2	1	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108037	MaterialData_Desc_108037	MaterialData_InteractionTitle_108037	MaterialData_EffectDesc_108037	MaterialData_TypeDesc_108037
108038	UI_ItemIcon_Recipe_2003	2	0	6		0		1	120	99	2000	1				5	5				15	108038		2	2	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108038	MaterialData_Desc_108038	MaterialData_InteractionTitle_108038	MaterialData_EffectDesc_108038	MaterialData_TypeDesc_108038
108039	UI_ItemIcon_Recipe_2003	2	0	6		0		1	120	99	2000	1				5	5				15	108039		2	3	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108039	MaterialData_Desc_108039	MaterialData_InteractionTitle_108039	MaterialData_EffectDesc_108039	MaterialData_TypeDesc_108039
108040	UI_ItemIcon_108040	2	0	6		0		1	120	99	2000	1				5	5				15	108040	120	2		UI_Buff_Item_Recovery_Revive				MaterialData_Name_108040	MaterialData_Desc_108040	MaterialData_InteractionTitle_108040	MaterialData_EffectDesc_108040	MaterialData_TypeDesc_108040
108041	UI_ItemIcon_Recipe_1005	2	0	6		0		1	120	10	2000	1				2	15	108081	30					3	1	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108041	MaterialData_Desc_108041	MaterialData_InteractionTitle_108041	MaterialData_EffectDesc_108041	MaterialData_TypeDesc_108041
108042	UI_ItemIcon_Recipe_1005	2	0	6		0		1	120	10	2000	1				2	15	108082	30					3	2	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108042	MaterialData_Desc_108042	MaterialData_InteractionTitle_108042	MaterialData_EffectDesc_108042	MaterialData_TypeDesc_108042
108043	UI_ItemIcon_Recipe_1005	2	0	6		0		1	120	10	2000	1				2	15	108083	30					3	3	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108043	MaterialData_Desc_108043	MaterialData_InteractionTitle_108043	MaterialData_EffectDesc_108043	MaterialData_TypeDesc_108043
108044	UI_ItemIcon_108044	2	0	6		0		1	120	10	2000	1				2	15	108084	30					3		UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108044	MaterialData_Desc_108044	MaterialData_InteractionTitle_108044	MaterialData_EffectDesc_108044	MaterialData_TypeDesc_108044
108045	UI_ItemIcon_Recipe_3003	2	0	6		0		1	120	10	2000	1				2	15	108081	30					3	1	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108045	MaterialData_Desc_108045	MaterialData_InteractionTitle_108045	MaterialData_EffectDesc_108045	MaterialData_TypeDesc_108045
108046	UI_ItemIcon_Recipe_3003	2	0	6		0		1	120	10	2000	1				2	15	108082	30					3	2	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108046	MaterialData_Desc_108046	MaterialData_InteractionTitle_108046	MaterialData_EffectDesc_108046	MaterialData_TypeDesc_108046
108047	UI_ItemIcon_Recipe_3003	2	0	6		0		1	120	10	2000	1				2	15	108083	30					3	3	UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108047	MaterialData_Desc_108047	MaterialData_InteractionTitle_108047	MaterialData_EffectDesc_108047	MaterialData_TypeDesc_108047
108048	UI_ItemIcon_108048	2	0	6		0		1	120	10	2000	1				2	15	108084	30					3		UI_Buff_Item_Recovery_HpAddAll				MaterialData_Name_108048	MaterialData_Desc_108048	MaterialData_InteractionTitle_108048	MaterialData_EffectDesc_108048	MaterialData_TypeDesc_108048
108049	UI_ItemIcon_Recipe_1006	2	0	6		0		1			2000	1				2	15	108031	120					3	1	UI_Buff_Item_Def_Add				MaterialData_Name_108049	MaterialData_Desc_108049	MaterialData_InteractionTitle_108049	MaterialData_EffectDesc_108049	MaterialData_TypeDesc_108049
108050	UI_ItemIcon_Recipe_1006	2	0	6		0		1			2000	1				2	15	108032	120					3	2	UI_Buff_Item_Def_Add				MaterialData_Name_108050	MaterialData_Desc_108050	MaterialData_InteractionTitle_108050	MaterialData_EffectDesc_108050	MaterialData_TypeDesc_108050
108051	UI_ItemIcon_Recipe_1006	2	0	6		0		1			2000	1				2	15	108033	120					3	3	UI_Buff_Item_Def_Add				MaterialData_Name_108051	MaterialData_Desc_108051	MaterialData_InteractionTitle_108051	MaterialData_EffectDesc_108051	MaterialData_TypeDesc_108051
108052	UI_ItemIcon_Recipe_1007	2	0	6		0		1			2000	1				2	15	108019	120					3	1	UI_Buff_Item_Atk_Add				MaterialData_Name_108052	MaterialData_Desc_108052	MaterialData_InteractionTitle_108052	MaterialData_EffectDesc_108052	MaterialData_TypeDesc_108052
108053	UI_ItemIcon_Recipe_1007	2	0	6		0		1			2000	1				2	15	108020	120					3	2	UI_Buff_Item_Atk_Add				MaterialData_Name_108053	MaterialData_Desc_108053	MaterialData_InteractionTitle_108053	MaterialData_EffectDesc_108053	MaterialData_TypeDesc_108053
108054	UI_ItemIcon_Recipe_1007	2	0	6		0		1			2000	1				2	15	108021	120					3	3	UI_Buff_Item_Atk_Add				MaterialData_Name_108054	MaterialData_Desc_108054	MaterialData_InteractionTitle_108054	MaterialData_EffectDesc_108054	MaterialData_TypeDesc_108054
108055	UI_ItemIcon_Recipe_3004	2	0	6		0		1			2000	1				2	15	108055	120					3	1	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108055	MaterialData_Desc_108055	MaterialData_InteractionTitle_108055	MaterialData_EffectDesc_108055	MaterialData_TypeDesc_108055
108056	UI_ItemIcon_Recipe_3004	2	0	6		0		1			2000	1				2	15	108056	120					3	2	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108056	MaterialData_Desc_108056	MaterialData_InteractionTitle_108056	MaterialData_EffectDesc_108056	MaterialData_TypeDesc_108056
108057	UI_ItemIcon_Recipe_3004	2	0	6		0		1			2000	1				2	15	108057	120					3	3	UI_Buff_Item_Atk_CritRate				MaterialData_Name_108057	MaterialData_Desc_108057	MaterialData_InteractionTitle_108057	MaterialData_EffectDesc_108057	MaterialData_TypeDesc_108057
108058	UI_ItemIcon_108058	2	0	6		0		1			2000	1				2	15	108058	120					3		UI_Buff_Item_Atk_CritRate				MaterialData_Name_108058	MaterialData_Desc_108058	MaterialData_InteractionTitle_108058	MaterialData_EffectDesc_108058	MaterialData_TypeDesc_108058
108059	UI_ItemIcon_Recipe_2004	2	0	6		0		1	120	13	2000	1				2	15	111091	120					3	1	UI_Buff_Item_Def_Resistance_All				MaterialData_Name_108059	MaterialData_Desc_108059	MaterialData_InteractionTitle_108059	MaterialData_EffectDesc_108059	MaterialData_TypeDesc_108059
108060	UI_ItemIcon_Recipe_2004	2	0	6		0		1	120	13	2000	1				2	15	111092	120					3	2	UI_Buff_Item_Def_Resistance_All				MaterialData_Name_108060	MaterialData_Desc_108060	MaterialData_InteractionTitle_108060	MaterialData_EffectDesc_108060	MaterialData_TypeDesc_108060
108061	UI_ItemIcon_Recipe_2004	2	0	6		0		1	120	13	2000	1				2	15	111093	120					3	3	UI_Buff_Item_Def_Resistance_All				MaterialData_Name_108061	MaterialData_Desc_108061	MaterialData_InteractionTitle_108061	MaterialData_EffectDesc_108061	MaterialData_TypeDesc_108061
108062	UI_ItemIcon_Recipe_2005	2	0	6		0		1			2000	1				2	15	108062	120					3	1	UI_Buff_Item_Other_SPReduceConsume				MaterialData_Name_108062	MaterialData_Desc_108062	MaterialData_InteractionTitle_108062	MaterialData_EffectDesc_108062	MaterialData_TypeDesc_108062
108063	UI_ItemIcon_Recipe_2005	2	0	6		0		1			2000	1				2	15	108063	120					3	2	UI_Buff_Item_Other_SPReduceConsume				MaterialData_Name_108063	MaterialData_Desc_108063	MaterialData_InteractionTitle_108063	MaterialData_EffectDesc_108063	MaterialData_TypeDesc_108063
108064	UI_ItemIcon_Recipe_2005	2	0	6		0		1			2000	1				2	15	108064	120					3	3	UI_Buff_Item_Other_SPReduceConsume				MaterialData_Name_108064	MaterialData_Desc_108064	MaterialData_InteractionTitle_108064	MaterialData_EffectDesc_108064	MaterialData_TypeDesc_108064
108065	UI_ItemIcon_Recipe_2006	2	0	6		0		1	120	99	2000	1				5	5				15	108042		3	1	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108065	MaterialData_Desc_108065	MaterialData_InteractionTitle_108065	MaterialData_EffectDesc_108065	MaterialData_TypeDesc_108065
108066	UI_ItemIcon_Recipe_2006	2	0	6		0		1	120	99	2000	1				5	5				15	108043		3	2	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108066	MaterialData_Desc_108066	MaterialData_InteractionTitle_108066	MaterialData_EffectDesc_108066	MaterialData_TypeDesc_108066
108067	UI_ItemIcon_Recipe_2006	2	0	6		0		1	120	99	2000	1				5	5				15	108044		3	3	UI_Buff_Item_Recovery_Revive				MaterialData_Name_108067	MaterialData_Desc_108067	MaterialData_InteractionTitle_108067	MaterialData_EffectDesc_108067	MaterialData_TypeDesc_108067
109000	UI_ItemIcon_109000	2	0	6		0		5			2000	1																		MaterialData_Name_109000	MaterialData_Desc_109000	MaterialData_InteractionTitle_109000	MaterialData_EffectDesc_109000	MaterialData_TypeDesc_109000
109101	UI_ItemIcon_109101	2	0	6		0		5			2000	1					17	1001												MaterialData_Name_109101	MaterialData_Desc_109101	MaterialData_InteractionTitle_109101	MaterialData_EffectDesc_109101	MaterialData_TypeDesc_109101
109201	UI_ItemIcon_109201	2	0	6		0		5			2000	1					17	2001												MaterialData_Name_109201	MaterialData_Desc_109201	MaterialData_InteractionTitle_109201	MaterialData_EffectDesc_109201	MaterialData_TypeDesc_109201
109301	UI_ItemIcon_109301	2	0	6		0		5			2000	1					17	3001												MaterialData_Name_109301	MaterialData_Desc_109301	MaterialData_InteractionTitle_109301	MaterialData_EffectDesc_109301	MaterialData_TypeDesc_109301
110000	UI_ItemIcon_110000	2	0	6		0		5			2000																			MaterialData_Name_110000	MaterialData_Desc_110000	MaterialData_InteractionTitle_110000	MaterialData_EffectDesc_110000	MaterialData_TypeDesc_110000
110001	UI_ItemIcon_110001	2	0	6		0		5			2000																			MaterialData_Name_110001	MaterialData_Desc_110001	MaterialData_InteractionTitle_110001	MaterialData_EffectDesc_110001	MaterialData_TypeDesc_110001
110002	UI_ItemIcon_110002	2	0	6		0		5			2000																			MaterialData_Name_110002	MaterialData_Desc_110002	MaterialData_InteractionTitle_110002	MaterialData_EffectDesc_110002	MaterialData_TypeDesc_110002
110003	UI_ItemIcon_110003	2	0	6		0		5			2000																			MaterialData_Name_110003	MaterialData_Desc_110003	MaterialData_InteractionTitle_110003	MaterialData_EffectDesc_110003	MaterialData_TypeDesc_110003
110004	UI_ItemIcon_110004	2	0	6		0		5			2000																			MaterialData_Name_110004	MaterialData_Desc_110004	MaterialData_InteractionTitle_110004	MaterialData_EffectDesc_110004	MaterialData_TypeDesc_110004
110005	UI_ItemIcon_110005	2	0	6		0		5			2000																			MaterialData_Name_110005	MaterialData_Desc_110005	MaterialData_InteractionTitle_110005	MaterialData_EffectDesc_110005	MaterialData_TypeDesc_110005
110006	UI_ItemIcon_110006	2	0	6		0		5			2000																			MaterialData_Name_110006	MaterialData_Desc_110006	MaterialData_InteractionTitle_110006	MaterialData_EffectDesc_110006	MaterialData_TypeDesc_110006
110007	UI_ItemIcon_110007	2	0	6		0		5			2000																			MaterialData_Name_110007	MaterialData_Desc_110007	MaterialData_InteractionTitle_110007	MaterialData_EffectDesc_110007	MaterialData_TypeDesc_110007
110008	UI_ItemIcon_110008	2	0	6		0		5			2000																			MaterialData_Name_110008	MaterialData_Desc_110008	MaterialData_InteractionTitle_110008	MaterialData_EffectDesc_110008	MaterialData_TypeDesc_110008
110009	UI_ItemIcon_110009	2	0	6		0		5			2000																			MaterialData_Name_110009	MaterialData_Desc_110009	MaterialData_InteractionTitle_110009	MaterialData_EffectDesc_110009	MaterialData_TypeDesc_110009
110010	UI_ItemIcon_110010	2	0	6		0		5			2000																			MaterialData_Name_110010	MaterialData_Desc_110010	MaterialData_InteractionTitle_110010	MaterialData_EffectDesc_110010	MaterialData_TypeDesc_110010
110011	UI_ItemIcon_110011	2	0	6		0		5			2000																			MaterialData_Name_110011	MaterialData_Desc_110011	MaterialData_InteractionTitle_110011	MaterialData_EffectDesc_110011	MaterialData_TypeDesc_110011
110012	UI_ItemIcon_110012	2	0	6		0		5			2000																			MaterialData_Name_110012	MaterialData_Desc_110012	MaterialData_InteractionTitle_110012	MaterialData_EffectDesc_110012	MaterialData_TypeDesc_110012
110013	UI_ItemIcon_110013	2	0	6		0		5			2000																			MaterialData_Name_110013	MaterialData_Desc_110013	MaterialData_InteractionTitle_110013	MaterialData_EffectDesc_110013	MaterialData_TypeDesc_110013
111000	UI_ItemIcon_111000	2	0	6		0		5			2000																			MaterialData_Name_111000	MaterialData_Desc_111000	MaterialData_InteractionTitle_111000	MaterialData_EffectDesc_111000	MaterialData_TypeDesc_111000
111001	UI_ItemIcon_111001	2	0	6		0		1			2000	1				2	9	50								UI_Buff_Item_Other_SPAdd				MaterialData_Name_111001	MaterialData_Desc_111001	MaterialData_InteractionTitle_111001	MaterialData_EffectDesc_111001	MaterialData_TypeDesc_111001
111002	UI_ItemIcon_111002	2	0	6		0		1			2000	1				2	15	111002	20							UI_Buff_Item_Other_MoveSpeedUp				MaterialData_Name_111002	MaterialData_Desc_111002	MaterialData_InteractionTitle_111002	MaterialData_EffectDesc_111002	MaterialData_TypeDesc_111002
111003	UI_ItemIcon_111003	2	0	6		0		1	300	11	2000	1				2	15	111003	30							UI_Buff_Item_Atk_Add				MaterialData_Name_111003	MaterialData_Desc_111003	MaterialData_InteractionTitle_111003	MaterialData_EffectDesc_111003	MaterialData_TypeDesc_111003
111004	UI_ItemIcon_111004	2	0	6		0		1	300	12	2000	1				2	15	111004	30							UI_Buff_Item_Def_Add				MaterialData_Name_111004	MaterialData_Desc_111004	MaterialData_InteractionTitle_111004	MaterialData_EffectDesc_111004	MaterialData_TypeDesc_111004
111005	UI_ItemIcon_111005	2	0	6		0		1	120	13	2000	1				2	15	111005	120							UI_Buff_Item_Def_Resistance_All				MaterialData_Name_111005	MaterialData_Desc_111005	MaterialData_InteractionTitle_111005	MaterialData_EffectDesc_111005	MaterialData_TypeDesc_111005
