台词ID	下一句台词ID	显示类型	[对话角色]类型	[对话角色]ID	对话资源	对话资源2	对话语音	对话前行为脚本	对话中行为脚本	对话后行为脚本	显示时长	选项图标	TalkContent	TalkTitle	TalkRoleName
4620502	4620503		1	1005									DialogData_TalkContent_4620502	DialogData_TalkTitle_4620502	DialogData_TalkRoleName_4620502
4620503	4620504		1	1005									DialogData_TalkContent_4620503	DialogData_TalkTitle_4620503	DialogData_TalkRoleName_4620503
4620504	4620505		1	1004									DialogData_TalkContent_4620504	DialogData_TalkTitle_4620504	DialogData_TalkRoleName_4620504
4620505	4620506		1	1004									DialogData_TalkContent_4620505	DialogData_TalkTitle_4620505	DialogData_TalkRoleName_4620505
4620506	4620507		2										DialogData_TalkContent_4620506	DialogData_TalkTitle_4620506	DialogData_TalkRoleName_4620506
4620507	4620508		1	1005									DialogData_TalkContent_4620507	DialogData_TalkTitle_4620507	DialogData_TalkRoleName_4620507
4620508	4620509		1	1004									DialogData_TalkContent_4620508	DialogData_TalkTitle_4620508	DialogData_TalkRoleName_4620508
4620509	4620516		1	1004									DialogData_TalkContent_4620509	DialogData_TalkTitle_4620509	DialogData_TalkRoleName_4620509
4620516	4620517	1	2										DialogData_TalkContent_4620516	DialogData_TalkTitle_4620516	DialogData_TalkRoleName_4620516
4620517	4620518		2										DialogData_TalkContent_4620517	DialogData_TalkTitle_4620517	DialogData_TalkRoleName_4620517
4620518	4620519		1	1004									DialogData_TalkContent_4620518	DialogData_TalkTitle_4620518	DialogData_TalkRoleName_4620518
4620519	4620510		1	1004									DialogData_TalkContent_4620519	DialogData_TalkTitle_4620519	DialogData_TalkRoleName_4620519
4620510	4620511		1	1005									DialogData_TalkContent_4620510	DialogData_TalkTitle_4620510	DialogData_TalkRoleName_4620510
4620511	4620512		1	1004									DialogData_TalkContent_4620511	DialogData_TalkTitle_4620511	DialogData_TalkRoleName_4620511
4620512	4620513		1	1004									DialogData_TalkContent_4620512	DialogData_TalkTitle_4620512	DialogData_TalkRoleName_4620512
4620513	4620514		1	1005									DialogData_TalkContent_4620513	DialogData_TalkTitle_4620513	DialogData_TalkRoleName_4620513
4620514	4620515		1	1004									DialogData_TalkContent_4620514	DialogData_TalkTitle_4620514	DialogData_TalkRoleName_4620514
4620515			1	1005									DialogData_TalkContent_4620515	DialogData_TalkTitle_4620515	DialogData_TalkRoleName_4620515
4620601			1	1005									DialogData_TalkContent_4620601	DialogData_TalkTitle_4620601	DialogData_TalkRoleName_4620601
4620701	4620702		1	1004									DialogData_TalkContent_4620701	DialogData_TalkTitle_4620701	DialogData_TalkRoleName_4620701
4620702	4620703		1	1005									DialogData_TalkContent_4620702	DialogData_TalkTitle_4620702	DialogData_TalkRoleName_4620702
4620703	4620704		1	1004									DialogData_TalkContent_4620703	DialogData_TalkTitle_4620703	DialogData_TalkRoleName_4620703
4620704	4620705		1	1005									DialogData_TalkContent_4620704	DialogData_TalkTitle_4620704	DialogData_TalkRoleName_4620704
4620705	4620706		1	1004									DialogData_TalkContent_4620705	DialogData_TalkTitle_4620705	DialogData_TalkRoleName_4620705
4620706	4620707		1	1005									DialogData_TalkContent_4620706	DialogData_TalkTitle_4620706	DialogData_TalkRoleName_4620706
4620707	4620708		1	1004									DialogData_TalkContent_4620707	DialogData_TalkTitle_4620707	DialogData_TalkRoleName_4620707
4620708	4620709		1	1004									DialogData_TalkContent_4620708	DialogData_TalkTitle_4620708	DialogData_TalkRoleName_4620708
4620717			2										DialogData_TalkContent_4620717	DialogData_TalkTitle_4620717	DialogData_TalkRoleName_4620717
4620718			1	1004									DialogData_TalkContent_4620718	DialogData_TalkTitle_4620718	DialogData_TalkRoleName_4620718
4620719			1	1004									DialogData_TalkContent_4620719	DialogData_TalkTitle_4620719	DialogData_TalkRoleName_4620719
4620720			1	1004									DialogData_TalkContent_4620720	DialogData_TalkTitle_4620720	DialogData_TalkRoleName_4620720
4620721			1	1005									DialogData_TalkContent_4620721	DialogData_TalkTitle_4620721	DialogData_TalkRoleName_4620721
4620722			1	1004									DialogData_TalkContent_4620722	DialogData_TalkTitle_4620722	DialogData_TalkRoleName_4620722
4620723		1	2										DialogData_TalkContent_4620723	DialogData_TalkTitle_4620723	DialogData_TalkRoleName_4620723
4620724			2										DialogData_TalkContent_4620724	DialogData_TalkTitle_4620724	DialogData_TalkRoleName_4620724
4620725			1	1004									DialogData_TalkContent_4620725	DialogData_TalkTitle_4620725	DialogData_TalkRoleName_4620725
4620726			1	1004									DialogData_TalkContent_4620726	DialogData_TalkTitle_4620726	DialogData_TalkRoleName_4620726
4620727			1	1004									DialogData_TalkContent_4620727	DialogData_TalkTitle_4620727	DialogData_TalkRoleName_4620727
4620709	4620710		1	1004									DialogData_TalkContent_4620709	DialogData_TalkTitle_4620709	DialogData_TalkRoleName_4620709
4620710	4620711		1	1004									DialogData_TalkContent_4620710	DialogData_TalkTitle_4620710	DialogData_TalkRoleName_4620710
4620711	4620712		1	1004									DialogData_TalkContent_4620711	DialogData_TalkTitle_4620711	DialogData_TalkRoleName_4620711
4620712	4620713	1	2										DialogData_TalkContent_4620712	DialogData_TalkTitle_4620712	DialogData_TalkRoleName_4620712
4620713	4620714		1	1004									DialogData_TalkContent_4620713	DialogData_TalkTitle_4620713	DialogData_TalkRoleName_4620713
4620714	4620715		1	1005									DialogData_TalkContent_4620714	DialogData_TalkTitle_4620714	DialogData_TalkRoleName_4620714
4620715	4620716		1	1004									DialogData_TalkContent_4620715	DialogData_TalkTitle_4620715	DialogData_TalkRoleName_4620715
4620716			1	1005									DialogData_TalkContent_4620716	DialogData_TalkTitle_4620716	DialogData_TalkRoleName_4620716
4620801			1	1005									DialogData_TalkContent_4620801	DialogData_TalkTitle_4620801	DialogData_TalkRoleName_4620801
4620901			1	1005									DialogData_TalkContent_4620901	DialogData_TalkTitle_4620901	DialogData_TalkRoleName_4620901
4621001			1	1005									DialogData_TalkContent_4621001	DialogData_TalkTitle_4621001	DialogData_TalkRoleName_4621001
4621101			1	1213									DialogData_TalkContent_4621101	DialogData_TalkTitle_4621101	DialogData_TalkRoleName_4621101
4630001	4630014		1	1005									DialogData_TalkContent_4630001	DialogData_TalkTitle_4630001	DialogData_TalkRoleName_4630001
4630014	4630002		1	1005									DialogData_TalkContent_4630014	DialogData_TalkTitle_4630014	DialogData_TalkRoleName_4630014
4630002	4630003,4630005		1	1005									DialogData_TalkContent_4630002	DialogData_TalkTitle_4630002	DialogData_TalkRoleName_4630002
4630003	4630004		2										DialogData_TalkContent_4630003	DialogData_TalkTitle_4630003	DialogData_TalkRoleName_4630003
4630004	4630006		1	1005									DialogData_TalkContent_4630004	DialogData_TalkTitle_4630004	DialogData_TalkRoleName_4630004
4630005	4630006		2										DialogData_TalkContent_4630005	DialogData_TalkTitle_4630005	DialogData_TalkRoleName_4630005
4630006	4630007		1	1005									DialogData_TalkContent_4630006	DialogData_TalkTitle_4630006	DialogData_TalkRoleName_4630006
4630007	4630008		1	1005									DialogData_TalkContent_4630007	DialogData_TalkTitle_4630007	DialogData_TalkRoleName_4630007
4630008	4630009		1	1005									DialogData_TalkContent_4630008	DialogData_TalkTitle_4630008	DialogData_TalkRoleName_4630008
4630009	4630010		1	1005									DialogData_TalkContent_4630009	DialogData_TalkTitle_4630009	DialogData_TalkRoleName_4630009
4630010	4630011		1	1005									DialogData_TalkContent_4630010	DialogData_TalkTitle_4630010	DialogData_TalkRoleName_4630010
4630011	4630012		1	1005									DialogData_TalkContent_4630011	DialogData_TalkTitle_4630011	DialogData_TalkRoleName_4630011
4630012	4630013		1	1005									DialogData_TalkContent_4630012	DialogData_TalkTitle_4630012	DialogData_TalkRoleName_4630012
4630013			1	1005									DialogData_TalkContent_4630013	DialogData_TalkTitle_4630013	DialogData_TalkRoleName_4630013
4630101	4630102		1	1005									DialogData_TalkContent_4630101	DialogData_TalkTitle_4630101	DialogData_TalkRoleName_4630101
4630102	4630103		1	1005									DialogData_TalkContent_4630102	DialogData_TalkTitle_4630102	DialogData_TalkRoleName_4630102
4630103	4630104		1	1005									DialogData_TalkContent_4630103	DialogData_TalkTitle_4630103	DialogData_TalkRoleName_4630103
4630104	4630105		1	1005									DialogData_TalkContent_4630104	DialogData_TalkTitle_4630104	DialogData_TalkRoleName_4630104
4630105	4630106		1	1234									DialogData_TalkContent_4630105	DialogData_TalkTitle_4630105	DialogData_TalkRoleName_4630105
4630106	4630107	1	2										DialogData_TalkContent_4630106	DialogData_TalkTitle_4630106	DialogData_TalkRoleName_4630106
4630107	4630108		1	1005									DialogData_TalkContent_4630107	DialogData_TalkTitle_4630107	DialogData_TalkRoleName_4630107
4630108	4630109	1	2										DialogData_TalkContent_4630108	DialogData_TalkTitle_4630108	DialogData_TalkRoleName_4630108
4630109	4630110		1	1005									DialogData_TalkContent_4630109	DialogData_TalkTitle_4630109	DialogData_TalkRoleName_4630109
4630110			1	1005									DialogData_TalkContent_4630110	DialogData_TalkTitle_4630110	DialogData_TalkRoleName_4630110
4630301	4630302		1	1005									DialogData_TalkContent_4630301	DialogData_TalkTitle_4630301	DialogData_TalkRoleName_4630301
4630302	4630303		1	1005									DialogData_TalkContent_4630302	DialogData_TalkTitle_4630302	DialogData_TalkRoleName_4630302
4630303	4630304		1	1005									DialogData_TalkContent_4630303	DialogData_TalkTitle_4630303	DialogData_TalkRoleName_4630303
4630304	4630305		1	1234									DialogData_TalkContent_4630304	DialogData_TalkTitle_4630304	DialogData_TalkRoleName_4630304
4630305	4630306,4630308		1	1234									DialogData_TalkContent_4630305	DialogData_TalkTitle_4630305	DialogData_TalkRoleName_4630305
4630306	4630307		2										DialogData_TalkContent_4630306	DialogData_TalkTitle_4630306	DialogData_TalkRoleName_4630306
4630307	4630311		1	1234									DialogData_TalkContent_4630307	DialogData_TalkTitle_4630307	DialogData_TalkRoleName_4630307
4630308	4630309		2										DialogData_TalkContent_4630308	DialogData_TalkTitle_4630308	DialogData_TalkRoleName_4630308
4630309	4630310		1	1234									DialogData_TalkContent_4630309	DialogData_TalkTitle_4630309	DialogData_TalkRoleName_4630309
4630310	4630311		1	1234									DialogData_TalkContent_4630310	DialogData_TalkTitle_4630310	DialogData_TalkRoleName_4630310
4630311	4630312		1	1214									DialogData_TalkContent_4630311	DialogData_TalkTitle_4630311	DialogData_TalkRoleName_4630311
4630312	4630313		1	1214									DialogData_TalkContent_4630312	DialogData_TalkTitle_4630312	DialogData_TalkRoleName_4630312
4630313	4630314		1	1005									DialogData_TalkContent_4630313	DialogData_TalkTitle_4630313	DialogData_TalkRoleName_4630313
4630314	4630315		1	1005									DialogData_TalkContent_4630314	DialogData_TalkTitle_4630314	DialogData_TalkRoleName_4630314
4630315	4630316	1	2										DialogData_TalkContent_4630315	DialogData_TalkTitle_4630315	DialogData_TalkRoleName_4630315
4630316	4630317		1	1005									DialogData_TalkContent_4630316	DialogData_TalkTitle_4630316	DialogData_TalkRoleName_4630316
4630317	4630318		1	1214									DialogData_TalkContent_4630317	DialogData_TalkTitle_4630317	DialogData_TalkRoleName_4630317
4630318	4630319		1	1214									DialogData_TalkContent_4630318	DialogData_TalkTitle_4630318	DialogData_TalkRoleName_4630318
4630319	4630320		1	1214									DialogData_TalkContent_4630319	DialogData_TalkTitle_4630319	DialogData_TalkRoleName_4630319
4630320	4630321		1	1004									DialogData_TalkContent_4630320	DialogData_TalkTitle_4630320	DialogData_TalkRoleName_4630320
4630321	4630322		1	1004									DialogData_TalkContent_4630321	DialogData_TalkTitle_4630321	DialogData_TalkRoleName_4630321
4630322	4630323		1	1004									DialogData_TalkContent_4630322	DialogData_TalkTitle_4630322	DialogData_TalkRoleName_4630322
4630323	4630324		1	1004									DialogData_TalkContent_4630323	DialogData_TalkTitle_4630323	DialogData_TalkRoleName_4630323
4630324	4630325		1	1004									DialogData_TalkContent_4630324	DialogData_TalkTitle_4630324	DialogData_TalkRoleName_4630324
4630325	4630326		1	1214									DialogData_TalkContent_4630325	DialogData_TalkTitle_4630325	DialogData_TalkRoleName_4630325
4630326	4630327		1	1005									DialogData_TalkContent_4630326	DialogData_TalkTitle_4630326	DialogData_TalkRoleName_4630326
4630327	4630328		1	1005									DialogData_TalkContent_4630327	DialogData_TalkTitle_4630327	DialogData_TalkRoleName_4630327
4630328	4630329		1	1214									DialogData_TalkContent_4630328	DialogData_TalkTitle_4630328	DialogData_TalkRoleName_4630328
4630329	4630330		1	1004									DialogData_TalkContent_4630329	DialogData_TalkTitle_4630329	DialogData_TalkRoleName_4630329
4630330	4630331		1	1004									DialogData_TalkContent_4630330	DialogData_TalkTitle_4630330	DialogData_TalkRoleName_4630330
4630331	4630332		1	1004									DialogData_TalkContent_4630331	DialogData_TalkTitle_4630331	DialogData_TalkRoleName_4630331
4630332	4630333		1	1005									DialogData_TalkContent_4630332	DialogData_TalkTitle_4630332	DialogData_TalkRoleName_4630332
4630333	4630334		1	1005									DialogData_TalkContent_4630333	DialogData_TalkTitle_4630333	DialogData_TalkRoleName_4630333
4630334	4630335		1	1005									DialogData_TalkContent_4630334	DialogData_TalkTitle_4630334	DialogData_TalkRoleName_4630334
4630335	4630336		1	1214									DialogData_TalkContent_4630335	DialogData_TalkTitle_4630335	DialogData_TalkRoleName_4630335
4630336	4630337		1	1004									DialogData_TalkContent_4630336	DialogData_TalkTitle_4630336	DialogData_TalkRoleName_4630336
4630337	4630338		1	1214									DialogData_TalkContent_4630337	DialogData_TalkTitle_4630337	DialogData_TalkRoleName_4630337
4630338			1	1214									DialogData_TalkContent_4630338	DialogData_TalkTitle_4630338	DialogData_TalkRoleName_4630338
4630339			1	1004									DialogData_TalkContent_4630339	DialogData_TalkTitle_4630339	DialogData_TalkRoleName_4630339
4630340	4630340		1	1214									DialogData_TalkContent_4630340	DialogData_TalkTitle_4630340	DialogData_TalkRoleName_4630340
4630341	4630341		1	1004									DialogData_TalkContent_4630341	DialogData_TalkTitle_4630341	DialogData_TalkRoleName_4630341
4630342	4630342		1	1214									DialogData_TalkContent_4630342	DialogData_TalkTitle_4630342	DialogData_TalkRoleName_4630342
4630343			1	1004									DialogData_TalkContent_4630343	DialogData_TalkTitle_4630343	DialogData_TalkRoleName_4630343
4630501	4630502		1	1214									DialogData_TalkContent_4630501	DialogData_TalkTitle_4630501	DialogData_TalkRoleName_4630501
4630502	4630503		1	1004									DialogData_TalkContent_4630502	DialogData_TalkTitle_4630502	DialogData_TalkRoleName_4630502
4630503	4630504		1	1214									DialogData_TalkContent_4630503	DialogData_TalkTitle_4630503	DialogData_TalkRoleName_4630503
4630504	4630505		1	1004									DialogData_TalkContent_4630504	DialogData_TalkTitle_4630504	DialogData_TalkRoleName_4630504
4630505	4630506		1	1215									DialogData_TalkContent_4630505	DialogData_TalkTitle_4630505	DialogData_TalkRoleName_4630505
4630506	4630507		1	1215									DialogData_TalkContent_4630506	DialogData_TalkTitle_4630506	DialogData_TalkRoleName_4630506
4630507	4630508		1	1005									DialogData_TalkContent_4630507	DialogData_TalkTitle_4630507	DialogData_TalkRoleName_4630507
4630508	4630509		1	1004									DialogData_TalkContent_4630508	DialogData_TalkTitle_4630508	DialogData_TalkRoleName_4630508
4630509	4630510,4630511,4630512		1	1004									DialogData_TalkContent_4630509	DialogData_TalkTitle_4630509	DialogData_TalkRoleName_4630509
4630534			1	1215									DialogData_TalkContent_4630534	DialogData_TalkTitle_4630534	DialogData_TalkRoleName_4630534
4630510	4630513		2										DialogData_TalkContent_4630510	DialogData_TalkTitle_4630510	DialogData_TalkRoleName_4630510
4630511	4630513		2										DialogData_TalkContent_4630511	DialogData_TalkTitle_4630511	DialogData_TalkRoleName_4630511
4630512	4630513		2										DialogData_TalkContent_4630512	DialogData_TalkTitle_4630512	DialogData_TalkRoleName_4630512
4630513	4630514		1	1005									DialogData_TalkContent_4630513	DialogData_TalkTitle_4630513	DialogData_TalkRoleName_4630513
4630514	4630515		1	1004									DialogData_TalkContent_4630514	DialogData_TalkTitle_4630514	DialogData_TalkRoleName_4630514
4630515	4630516		1	1004									DialogData_TalkContent_4630515	DialogData_TalkTitle_4630515	DialogData_TalkRoleName_4630515
4630516	4630517		1	1004									DialogData_TalkContent_4630516	DialogData_TalkTitle_4630516	DialogData_TalkRoleName_4630516
4630517	4630518		1	1005									DialogData_TalkContent_4630517	DialogData_TalkTitle_4630517	DialogData_TalkRoleName_4630517
4630518	4630519		1	1005									DialogData_TalkContent_4630518	DialogData_TalkTitle_4630518	DialogData_TalkRoleName_4630518
4630519	4630520		1	1004									DialogData_TalkContent_4630519	DialogData_TalkTitle_4630519	DialogData_TalkRoleName_4630519
4630520	4630521		1	1004									DialogData_TalkContent_4630520	DialogData_TalkTitle_4630520	DialogData_TalkRoleName_4630520
4630521	4630533		1	1004									DialogData_TalkContent_4630521	DialogData_TalkTitle_4630521	DialogData_TalkRoleName_4630521
4630533	4630522		1	1004									DialogData_TalkContent_4630533	DialogData_TalkTitle_4630533	DialogData_TalkRoleName_4630533
4630522	4630523		1	1005									DialogData_TalkContent_4630522	DialogData_TalkTitle_4630522	DialogData_TalkRoleName_4630522
4630523	4630524		1	1004									DialogData_TalkContent_4630523	DialogData_TalkTitle_4630523	DialogData_TalkRoleName_4630523
4630524	4630525		1	1005									DialogData_TalkContent_4630524	DialogData_TalkTitle_4630524	DialogData_TalkRoleName_4630524
4630525	4630526		1	1004									DialogData_TalkContent_4630525	DialogData_TalkTitle_4630525	DialogData_TalkRoleName_4630525
4630526	4630527		1	1004									DialogData_TalkContent_4630526	DialogData_TalkTitle_4630526	DialogData_TalkRoleName_4630526
4630527	4630528		1	1005									DialogData_TalkContent_4630527	DialogData_TalkTitle_4630527	DialogData_TalkRoleName_4630527
4630528	4630529,4630530		1	1004									DialogData_TalkContent_4630528	DialogData_TalkTitle_4630528	DialogData_TalkRoleName_4630528
4630529	4630531		2										DialogData_TalkContent_4630529	DialogData_TalkTitle_4630529	DialogData_TalkRoleName_4630529
4630530	4630531		2										DialogData_TalkContent_4630530	DialogData_TalkTitle_4630530	DialogData_TalkRoleName_4630530
4630535			1	1004									DialogData_TalkContent_4630535	DialogData_TalkTitle_4630535	DialogData_TalkRoleName_4630535
4630536			1	1005									DialogData_TalkContent_4630536	DialogData_TalkTitle_4630536	DialogData_TalkRoleName_4630536
4630537			1	1004									DialogData_TalkContent_4630537	DialogData_TalkTitle_4630537	DialogData_TalkRoleName_4630537
4630538			1	1004									DialogData_TalkContent_4630538	DialogData_TalkTitle_4630538	DialogData_TalkRoleName_4630538
4630539			1	1004									DialogData_TalkContent_4630539	DialogData_TalkTitle_4630539	DialogData_TalkRoleName_4630539
4630540			1	1005									DialogData_TalkContent_4630540	DialogData_TalkTitle_4630540	DialogData_TalkRoleName_4630540
4630541			2										DialogData_TalkContent_4630541	DialogData_TalkTitle_4630541	DialogData_TalkRoleName_4630541
4630542			2										DialogData_TalkContent_4630542	DialogData_TalkTitle_4630542	DialogData_TalkRoleName_4630542
4630543			1	1004									DialogData_TalkContent_4630543	DialogData_TalkTitle_4630543	DialogData_TalkRoleName_4630543
4630544			1	1005									DialogData_TalkContent_4630544	DialogData_TalkTitle_4630544	DialogData_TalkRoleName_4630544
4630545			1	1004									DialogData_TalkContent_4630545	DialogData_TalkTitle_4630545	DialogData_TalkRoleName_4630545
4630531			1	1004									DialogData_TalkContent_4630531	DialogData_TalkTitle_4630531	DialogData_TalkRoleName_4630531
4630532			1	1004									DialogData_TalkContent_4630532	DialogData_TalkTitle_4630532	DialogData_TalkRoleName_4630532
4630601			1	1004									DialogData_TalkContent_4630601	DialogData_TalkTitle_4630601	DialogData_TalkRoleName_4630601
4640101	4640102		1	1465									DialogData_TalkContent_4640101	DialogData_TalkTitle_4640101	DialogData_TalkRoleName_4640101
4640102	4640103		1	1465									DialogData_TalkContent_4640102	DialogData_TalkTitle_4640102	DialogData_TalkRoleName_4640102
4640103	4640104		1	1465									DialogData_TalkContent_4640103	DialogData_TalkTitle_4640103	DialogData_TalkRoleName_4640103
4640104	4640105		1	1465									DialogData_TalkContent_4640104	DialogData_TalkTitle_4640104	DialogData_TalkRoleName_4640104
4640105	4640106		1	1005									DialogData_TalkContent_4640105	DialogData_TalkTitle_4640105	DialogData_TalkRoleName_4640105
4640106	4640107		1	1005									DialogData_TalkContent_4640106	DialogData_TalkTitle_4640106	DialogData_TalkRoleName_4640106
4640107	4640108		1	1465									DialogData_TalkContent_4640107	DialogData_TalkTitle_4640107	DialogData_TalkRoleName_4640107
4640108	4640109		1	1465									DialogData_TalkContent_4640108	DialogData_TalkTitle_4640108	DialogData_TalkRoleName_4640108
4640109	4640110,4640113		1	1005									DialogData_TalkContent_4640109	DialogData_TalkTitle_4640109	DialogData_TalkRoleName_4640109
4640110	4640111		2										DialogData_TalkContent_4640110	DialogData_TalkTitle_4640110	DialogData_TalkRoleName_4640110
4640111	4640112		1	1005									DialogData_TalkContent_4640111	DialogData_TalkTitle_4640111	DialogData_TalkRoleName_4640111
4640112	4640116		1	1465									DialogData_TalkContent_4640112	DialogData_TalkTitle_4640112	DialogData_TalkRoleName_4640112
4640113	4640114		2										DialogData_TalkContent_4640113	DialogData_TalkTitle_4640113	DialogData_TalkRoleName_4640113
4640114	4640115		1	1465									DialogData_TalkContent_4640114	DialogData_TalkTitle_4640114	DialogData_TalkRoleName_4640114
4640115	4640116		1	1005									DialogData_TalkContent_4640115	DialogData_TalkTitle_4640115	DialogData_TalkRoleName_4640115
4640116	4640117		1	1465									DialogData_TalkContent_4640116	DialogData_TalkTitle_4640116	DialogData_TalkRoleName_4640116
4640117	4640118		1	1465									DialogData_TalkContent_4640117	DialogData_TalkTitle_4640117	DialogData_TalkRoleName_4640117
4640118	4640119		1	1465									DialogData_TalkContent_4640118	DialogData_TalkTitle_4640118	DialogData_TalkRoleName_4640118
4640119	4640120		1	1465									DialogData_TalkContent_4640119	DialogData_TalkTitle_4640119	DialogData_TalkRoleName_4640119
4640120	4640121,4640125		1	1465									DialogData_TalkContent_4640120	DialogData_TalkTitle_4640120	DialogData_TalkRoleName_4640120
4640121	4640122		2										DialogData_TalkContent_4640121	DialogData_TalkTitle_4640121	DialogData_TalkRoleName_4640121
4640122	4640123		1	1465									DialogData_TalkContent_4640122	DialogData_TalkTitle_4640122	DialogData_TalkRoleName_4640122
4640123	4640124		1	1465									DialogData_TalkContent_4640123	DialogData_TalkTitle_4640123	DialogData_TalkRoleName_4640123
4640124	4640129		1	1465									DialogData_TalkContent_4640124	DialogData_TalkTitle_4640124	DialogData_TalkRoleName_4640124
4640125	4640126		2										DialogData_TalkContent_4640125	DialogData_TalkTitle_4640125	DialogData_TalkRoleName_4640125
4640126	4640127		1	1465									DialogData_TalkContent_4640126	DialogData_TalkTitle_4640126	DialogData_TalkRoleName_4640126
4640127	4640128		1	1465									DialogData_TalkContent_4640127	DialogData_TalkTitle_4640127	DialogData_TalkRoleName_4640127
4640128	4640129		1	1465									DialogData_TalkContent_4640128	DialogData_TalkTitle_4640128	DialogData_TalkRoleName_4640128
4640129	4640130		1	1465									DialogData_TalkContent_4640129	DialogData_TalkTitle_4640129	DialogData_TalkRoleName_4640129
4640130	4640131		1	1465									DialogData_TalkContent_4640130	DialogData_TalkTitle_4640130	DialogData_TalkRoleName_4640130
4640131	4640132		1	1465									DialogData_TalkContent_4640131	DialogData_TalkTitle_4640131	DialogData_TalkRoleName_4640131
4640132	4640133		1	1005									DialogData_TalkContent_4640132	DialogData_TalkTitle_4640132	DialogData_TalkRoleName_4640132
4640133	4640134		1	1005									DialogData_TalkContent_4640133	DialogData_TalkTitle_4640133	DialogData_TalkRoleName_4640133
4640134			1	1005									DialogData_TalkContent_4640134	DialogData_TalkTitle_4640134	DialogData_TalkRoleName_4640134
4640201	4640202		1	1431									DialogData_TalkContent_4640201	DialogData_TalkTitle_4640201	DialogData_TalkRoleName_4640201
4640202	4640203,4640205		1	1431									DialogData_TalkContent_4640202	DialogData_TalkTitle_4640202	DialogData_TalkRoleName_4640202
4640203	4640204		2										DialogData_TalkContent_4640203	DialogData_TalkTitle_4640203	DialogData_TalkRoleName_4640203
4640204	4640207		1	1431									DialogData_TalkContent_4640204	DialogData_TalkTitle_4640204	DialogData_TalkRoleName_4640204
4640205	4640206		2										DialogData_TalkContent_4640205	DialogData_TalkTitle_4640205	DialogData_TalkRoleName_4640205
4640206	4640207		1	1431									DialogData_TalkContent_4640206	DialogData_TalkTitle_4640206	DialogData_TalkRoleName_4640206
4640207	4640208	1	2										DialogData_TalkContent_4640207	DialogData_TalkTitle_4640207	DialogData_TalkRoleName_4640207
4640208	4640209		1	1005									DialogData_TalkContent_4640208	DialogData_TalkTitle_4640208	DialogData_TalkRoleName_4640208
4640209	4640210		1	1431									DialogData_TalkContent_4640209	DialogData_TalkTitle_4640209	DialogData_TalkRoleName_4640209
4640210	4640211		1	1005									DialogData_TalkContent_4640210	DialogData_TalkTitle_4640210	DialogData_TalkRoleName_4640210
4640211	4640212		1	1431									DialogData_TalkContent_4640211	DialogData_TalkTitle_4640211	DialogData_TalkRoleName_4640211
4640212	4640213		1	1005									DialogData_TalkContent_4640212	DialogData_TalkTitle_4640212	DialogData_TalkRoleName_4640212
4640213	4640214		1	1431									DialogData_TalkContent_4640213	DialogData_TalkTitle_4640213	DialogData_TalkRoleName_4640213
4640214	4640215		1	1005									DialogData_TalkContent_4640214	DialogData_TalkTitle_4640214	DialogData_TalkRoleName_4640214
4640215	4640216		1	1431									DialogData_TalkContent_4640215	DialogData_TalkTitle_4640215	DialogData_TalkRoleName_4640215
4640216	4640217		1	1431									DialogData_TalkContent_4640216	DialogData_TalkTitle_4640216	DialogData_TalkRoleName_4640216
4640217	4640218	1	2										DialogData_TalkContent_4640217	DialogData_TalkTitle_4640217	DialogData_TalkRoleName_4640217
4640218	4640219		1	1431									DialogData_TalkContent_4640218	DialogData_TalkTitle_4640218	DialogData_TalkRoleName_4640218
4640219	4640220		1	1005									DialogData_TalkContent_4640219	DialogData_TalkTitle_4640219	DialogData_TalkRoleName_4640219
4640220	4640221		1	1431									DialogData_TalkContent_4640220	DialogData_TalkTitle_4640220	DialogData_TalkRoleName_4640220
4640221			1	1431									DialogData_TalkContent_4640221	DialogData_TalkTitle_4640221	DialogData_TalkRoleName_4640221
4640301	4640302		1	1439									DialogData_TalkContent_4640301	DialogData_TalkTitle_4640301	DialogData_TalkRoleName_4640301
4640302	4640303		1	1439									DialogData_TalkContent_4640302	DialogData_TalkTitle_4640302	DialogData_TalkRoleName_4640302
4640303	4640304		1	1005									DialogData_TalkContent_4640303	DialogData_TalkTitle_4640303	DialogData_TalkRoleName_4640303
4640304	4640305		1	1005									DialogData_TalkContent_4640304	DialogData_TalkTitle_4640304	DialogData_TalkRoleName_4640304
4640305	4640306		1	1439									DialogData_TalkContent_4640305	DialogData_TalkTitle_4640305	DialogData_TalkRoleName_4640305
4640306	4640307		1	1439									DialogData_TalkContent_4640306	DialogData_TalkTitle_4640306	DialogData_TalkRoleName_4640306
4640307	4640308		1	1439									DialogData_TalkContent_4640307	DialogData_TalkTitle_4640307	DialogData_TalkRoleName_4640307
4640308	4640309		1	1439									DialogData_TalkContent_4640308	DialogData_TalkTitle_4640308	DialogData_TalkRoleName_4640308
4640309	4640310		1	1005									DialogData_TalkContent_4640309	DialogData_TalkTitle_4640309	DialogData_TalkRoleName_4640309
4640310	4640311		1	1439									DialogData_TalkContent_4640310	DialogData_TalkTitle_4640310	DialogData_TalkRoleName_4640310
4640311	4640312		1	1439									DialogData_TalkContent_4640311	DialogData_TalkTitle_4640311	DialogData_TalkRoleName_4640311
4640312	4640313		1	1439									DialogData_TalkContent_4640312	DialogData_TalkTitle_4640312	DialogData_TalkRoleName_4640312
